nombre,precio,ingredientes,url_producto,imagen_url
"Dr Arthouros Alba Fórmula: Retexturizante Noche Retinol Puro 0,5 50ml","62,69€","AQUA, GLYCERIN, DIMETHICONE, SALVIA HISPANICA SEED OIL, METHYLPROPANEDIOL, POLYACRYLATE-13, RETINOL, BISABOLOL, ALLANTOIN, CENTELLA ASIATICA EXTRACT, ARNICA MONTANA FLOWER EXTRACT, AESCULUS HIPPOCASTANUM SEED EXTRACT, HAMAMELIS VIRGINIANA LEAF EXTRACT, MALVA SYLVESTRIS FLOWER EXTRACT, RUSCUS ACULEATUS ROOT EXTRACT, SORBITAN ISOSTEARATE, HESPERIDIN METHYL CHALCONE, PHENYLPROPANOL, PARFUM, POLYISOBUTENE, POLYSORBATE 20, CAPRYLYL GLYCOL, POTASSIUM SORBATE, SODIUM BENZOATE.",https://www.promofarma.com/es/dr-arthouros-alba-formula-retexturizante-noche-retinol-puro-0-5-50ml/p-488575,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/GDZHV2_es_ES_0.png
Arturo Alba Transformadora Noche Retinol Puro 1% 30ml,"65,59€",,https://www.promofarma.com/es/arturo-alba-transformadora-noche-retinol-puro-1-30ml/p-675613,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/0WJR2JW7_es_ES_0.jpg
La Roche-Posay Hydraphase HA UV SPF25 Ligera 40ml,"20,79€","AQUA /WATER / EAU, GLYCERIN, ISOPROPYL PALMITATE, ETHYLHEXYL SALICYLATE, PENTYLENE GLYCOL, ALCOHOLDENAT ., BIS - ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, BUTYL METHOXYDIBENZOYLMETHANE, ZEA MAYS STARCH / CORN STARCH, ETHYLHEXYL TRIAZONE, POTASSIUM CETYL PHOSPHATE, DIISOPROPYL SEBACATE, ORYZA SATIVA  CERA / RICE BRAN WAX, STEARIC ACID, GLYCERYL STEARATE, TRIETHANOLAMINE, PEG-100STEARATE, SODIUMHYALURONATE,MYRISTIC ACID, PALMITIC ACID, HYDROLYZED HYALURONIC ACID, CAPRYLYL GLYCOL, TRISODIUMETHYLENEDIAMINE DI SUCCINAT E, XANTHAN GUM, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, TOCOPHEROL, PARFUM/ FRAGRANCE.",https://www.promofarma.com/es/la-roche-posay-hydraphase-ha-uv-spf25-ligera-40ml/p-8392,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/LJH2O_es_ES_0.jpg
ISDIN Acniben Control de Brillos y Granos 40ml,"18,59€","AQUA (WATER), GLYCERIN, ISODECYL NEOPENTANOATE, NIACINAMIDE, CYCLOPENTASILOXANE, CETYL ALCOHOL, CYCLOHEXASILOXANE, PPG-15 STEARYL ETHER, POLYACRYLAMIDE, SCLEROTIUM GUM, ZINC PCA, POLYMETHYL METHACRYLATE, C13-14 ISOPARAFFIN, PHENOXYETHANOL, GLYCERYL STEARATE, PEG-100 STEARATE, SODIUM BENZOATE, PARFUM (FRAGRANCE), LAURETH-7, LACTIC ACID, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, MADECASSOSIDE, SODIUM HYALURONATE, POTASSIUM SORBATE, BHT, BIOSACCHARIDE GUM-2, DISODIUM EDTA, SODIUM HYDROXIDE, ARGININE, CITRAL.",https://www.promofarma.com/es/isdin-acniben-control-de-brillos-y-granos-40ml/p-45518,https://statics.promofarma.com/static/promofarma/prod/product_images/z/PQHMC_es_ES_0.png
ISDIN Ureadin Pack Hidratación,"18,99€","ISDIN Ureadin Hidratación Intensa Piel Seca SPF20 50ml: AQUA, ETHYLHEXYL METHOXYCINNAMATE, UREA, CYCLOPENTASILOXANE, GLYCERIN, GLYCERYL STEARATE, STEARETH-2, CYCLOHEXASILXANE, ETHYLHEXYL TRIAZONE, CETYL ALCOHOL, BUTYL METHOXYDIBENZOYLMETHANE, CETYL PALMTIATE, ISOSTEARIC ACID, STEARETH-21, STEARYL ALCOHOL, BORAGO OFFICINALIS SEED OIL, BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, DIMETHICONE, OCTYLDODECANOL, CARBOMER (CARBOXYPOLIMETILEN), PHENOXYETHANOL, TOCOPHERYL ACETATE, LACTIC ACID.",https://www.promofarma.com/es/isdin-ureadin-pack-hidratacion/p-496734,https://statics.promofarma.com/static/promofarma/prod/product_images/z/MJDM80_es_ES_0.jpg
Licotriz Olivolea 40 Ml,"29,92€","Aqua, Olivoleina* (Oliva Europaea Fruit Oil), Zinc Oxide, Calendula Officinalis oil, Bisabolol, Rosa moschata oil, Allantoin, Hammamelis virginiana extract, Solanium lycopericum extract, Tocopherol, Lactic acid.
*Aceite de Oliva Virgen Extra de primera extracción en frío con alto contenido en ácido oleico.",https://www.promofarma.com/es/licotriz-olivolea-40-ml/p-126961,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/PIB6U_es_ES_0.jpeg
Sesderma Sensyses Cleanser Lightening Desmaquillante Limpiador 200ml,"9,59€","AQUA, PENTYLENE GLYCOL, GLYCERIN, ALPHA-GLUCAN OLIGOSACCHARIDE, PANTHENOL, POTASSIUM AZELOYL, DIGLYCINATE, GLYCYRRHIZA GLABRA ROOT EXTRACT, ASCORBYL GLUCOSIDE, 4-BUTYLRESORCINOL, POLYGLYCERYL-6, CAPRYLATE/CAPRATE, POLYGLYCERYL-4 LAURATE/SEBACATE, PROPYLENE GLYCOL, LECITHIN, ALCOHOL, DISODIUM, COCOAMPHODIACETATE, DISODIUM EDTA, POLYSORBATE 20, SODIUM CHOLATE, SODIUM HYDROXIDE, SODIUM CHLORIDE, PANTOLACTONE, POTASSIUM SORBATE, SODIUM BENZOATE, PHENOXYETHANOL, PARFUM, CI 17200.",https://www.promofarma.com/es/sesderma-sensyses-cleanser-lightening-desmaquillante-limpiador-200ml/p-25166,https://statics.promofarma.com/static/promofarma/prod/product_images/z/7WTMK_es_ES_0.jpg
Martiderm® Platinum Night Renew 30amp,"47,09€","ALFAHIDROXIÁCIDOS, COLÁGENO MARINO, ÁCIDO HIALURÓNICO",https://www.promofarma.com/es/martiderm-platinum-night-renew-30amp/p-10413,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/INN2T_es_ES_0.png
SVR Densitium Rosé Éclat Crema de Día Antiedad 50ml,"42,49€","AQUA (PURIFIED WATER), PEG-8 BEESWAX, GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ISONONANOATE, DICAPRYLYL CARBONATE, BEHENYL ALCOHOL, ALUMINA, CALCIUM PCA, CAPRYLYL METHICONE, CETEARYL ALCOHOL, ALBIZIA JULIBRISSIN BARK EXTRACT, ALGIN, LEONTOPODIUM ALPINUM CALLUS CULTURE EXTRACT, ALUMINUM HYDROXIDE, HYALURONIC ACID, MICA, TIN OXIDE, TITANIUM DIOXIDE, TOCOPHEROL, 1,2-HEXANEDIOL, C13-14 ISOPARAFFIN, CAPRYLYL GLYCOL, CETEARETH-20, CITRIC ACID, HYDROXYETHYLCELLULOSE, LAURETH-7, PENTYLENE GLYCOL, POLYACRYLAMIDE, SILICA, XANTHAN GUM, SODIUM BENZOATE, ALPHA-ISOMETHYL IONONE, CITRONELLOL, D-LIMONENE, LIMONENE, LINALOOL, PARFUM (FRAGRANCE), CI 77491, CI 77492, CI 77891.",https://www.promofarma.com/es/svr-densitium-rose-eclat-crema-de-dia-antiedad-50ml/p-196644,https://statics.promofarma.com/static/promofarma/prod/product_images/z/ARPCX_es_ES_0.jpg
La Roche-Posay Effaclar Duo (+) SPF30 40ml,"22,09€","AQUA / WATER • OCTOCRYLENE • GLYCERIN • HOMOSALATE • ETHYLHEXYL SALICYLATE • ALCOHOL DENAT. • NIACINAMIDE • BUTYL METHOXYDIBENZOYLMETHANE • DIMETHICONE • SORBITAN STEARATE • SILICA • ISOPROPYL LAUROYL SARCOSINATE • STYRENE/ACRYLATES COPOLYMER • PROPYLENE GLYCOL • POTASSIUM CETYL PHOSPHATE • DIISOPROPYL SEBACATE • PEG-20 • PEG-8 LAURATE • ZINC PCA • DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER • SODIUM DODECYLBENZENESULFONATE • 2-OLEAMIDO-1,3-OCTADECANEDIOL • INULIN LAURYL CARBAMATE • MANNOSE • CARNOSINE • POLOXAMER 338 • AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • DISODIUM EDTA • SUCROSE COCOATE • CAPRYLOYL SALICYLIC ACID • VITREOSCILLA FERMENT • XANTHAN GUM • SALICYLIC ACID • PARFUM / FRAGRANCE",https://www.promofarma.com/es/la-roche-posay-effaclar-duo-spf30-40ml/p-70057,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/PV49H_es_ES_0.jpeg
Crema Beranga,"22,99€",No encontrado,https://www.promofarma.com/es/crema-beranga/p-474345,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/9EBBAE_es_ES_0.jpeg
Gh Mascarilla Ultrahidratante 50ml,"21,50€","AQUA, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, BUTYROSPERMUM PARKII BUTTER, PRUNUS AMYGDALUS DULCIS OIL, SESAMUM INDICUM SEED OIL , C10-18 TRIGLYCERIDES, STEARYL ALCOHOL, HYDROLYZED HYALURONIC ACID , SODIUM HYALURONATE, CHAMOMILLA RECUTITA FLOWER EXTRACT, BELLIS PERENNIS FLOWER EXTRACT, JASMINUM OFFICINALE FLOWER EXTRACT, ROSA CENTIFOLIA FLOWER EXTRACT, LAMINARIA DIGITATA EXTRACT, PUNICA GRANATUM FRUIT EXTRACT, TOCOPHEROL, TOCOPHERYL ACETATE, LAURYL GLUCOSIDE, SODIUM ACRYLATES/BEHENETH-25 METHACRYLATE CROSSPOLYMER, HYDROGENATED POLYDECENE, XANTHAN GUM, ETHYLHEXYLGLYCERIN, CITRIC ACID, BENZYL ALCOHOL, POTASSIUM SORBATE, SODIUM BENZOATE, PARFUM.",https://www.promofarma.com/es/gh-mascarilla-ultrahidratante-50ml/p-693812,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/849WXTWH_es_ES_0.png
SVR Sensifine AR Crème Riche Crema Rica Hidratante Calmante Anti-rojeces 40ml,"18,99€","AQUA (PURIFIED WATER), PROPANEDIOL, BUTYROSPERMUM PARKII (SHEA) BUTTER, CAPRYLIC/CAPRIC TRIGLYCERIDE, ISOHEXADECANE, GLYCERIN, GLYCERYL STEARATE, CYCLOPENTASILOXANE, DIMETHICONE, SILICA, SQUALANE, CETYL ALCOHOL, CI 10020, CI 42090, DIPOTASSIUM GLYCYRRHIZATE, GALLYL GLUCOSIDE, METHYL DIISOPROPYL PROPIONAMIDE, ROSMARINYL GLUCOSIDE, SODIUM SULFATE, CAFFEYL GLUCOSIDE, SACCHARIDE ISOMERATE, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, CETETH-20, CITRIC ACID, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, MYRISTYL ALCOHOL, MYRISTYL GLUCOSIDE, PEG-75 STEARATE, PENTYLENE GLYCOL, POLYACRYLATE CROSSPOLYMER-6, POLYSORBATE 60, SODIUM CITRATE, SORBITAN ISOSTEARATE, STEARETH-20, XANTHAN GUM",https://www.promofarma.com/es/svr-sensifine-ar-creme-riche-crema-rica-hidratante-calmante-anti-rojeces-40ml/p-116106,https://statics.promofarma.com/static/promofarma/prod/product_images/z/MMN6V_es_ES_0.png
CeraVe Recarga Limpiador Hidratante 473ml,"11,89€","AQUA/WATER, GLYCERIN, CETEARYL ALCOHOL, PHENOXYETHANOL, STEARYL ALCOHOL, CETYL ALCOHOL, PEG-40 STEARATE, BEHENTRIMONIUM METHOSULFATE, GLYCERYL STEARATE, POLYSORBATE 20, ETHYLHEXYLGLYCERIN, POTASSIUM PHOSPHATE, DISODIUM EDTA, DIPOTASSIUM PHOSPHATE, SODIUM LAUROYL LACTYLATE, CERAMIDE NP, CERAMIDE AP, PHYTOSPHINGOSINE, CHOLESTEROL, SODIUM HYALURONATE, XANTHAN GUM, CARBOMER, TOCOPHEROL, CERAMIDE EOP.",https://www.promofarma.com/es/cerave-recarga-limpiador-hidratante-473ml/p-781907,https://statics.promofarma.com/static/promofarma/prod/product_images/z/37HTG56P_es_ES_0.png
Isdinceutics Salicylic Renewal 30ml,"45,39€",No encontrado,https://www.promofarma.com/es/isdinceutics-salicylic-renewal-30ml/p-769547,https://statics.promofarma.com/static/promofarma/prod/product_images/z/7MCKY7X3_es_ES_0.jpg
Lierac Lift Integral Sérum Reafirmante 30ml,"41,89€","AQUA/WATER/EAU, COCO-CAPRYLATE/CAPRATE, GLYCERIN, BUTYLENE GLYCOL, XYLITYLGLUCOSIDE, CETYL ALCOHOL, GLYCERYL STEARATE, SODIUM STEAROYL GLUTAMATE, XANTHAN GUM, ANHYDROXYLITOL, CAESALPINIA SPINOSA FRUIT EXTRACT, PARFUM/FRAGRANCE, CITRIC ACID, ETHYLHEXYLGLYCERIN, SODIUM BENZOATE, XYLITOL, SODIUM POLYACRYLATE, HYDROLYZED HYALURONIC ACID, SODIUM PHYTATE, KAPPAPHYCUS ALVAREZII EXTRACT, MALTODEXTRIN, TOCOPHEROL, LECITHIN, ADENOSINE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TULIPA GESNERIANA FLOWER EXTRACT, ROSA CENTIFOLIA FLOWER EXTRACT.",https://www.promofarma.com/es/lierac-lift-integral-serum-reafirmante-30ml/p-678498,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/T2X6WNN3_pt_PT_0.jpeg
Avène Couvrance Polvos mosaico Translúcido 10g,"25,19€",ALC. SYNTHETIC FLUORPHLOGOPITE. NYLON-12. OCTYLDODECYL STEAROYL STEARATE. BIS-DIGLYCERYL POLYACYLADIPATE-2. CETYL DIMETHICONE. IRON OXIDES (CI 77492) (CI 77491) (CI 77499). LAUROYL LYSINE. MANGANESE VIOLET (CI 77742). TITANIUM DIOXIDE (CI 77891). TOCOPHERYL ACETATE. ULTRAMARINES (CI 77007).,https://www.promofarma.com/es/avene-couvrance-polvos-mosaico-translucido-10g/p-8809,https://statics.promofarma.com/static/promofarma/prod/product_images/z/ZYHFI_es_ES_0.jpg
Lovren Sérum Time Age Gold 30ml,"7,09€","AQUA, GLICERINA, FENOXIETANOL, GOMA DE XANTANO, EDTA DISÓDICO, NIACINAMIDA, FOSFATO DE ASCORBILO DE SODIO, HIALURONATO DE SODIO, GLUCÓSIDO DE CAPRILILO/CAPRILO, GLUCONOLACTONA, ETILEXILGLICERINA, EXTRACTO DE GOMA SEYAL DE ACACIA, ACEITE DE ELAEIS GUINEENSIS, GOSSYPIUM HERBACE UM ACEITE DE SEMILLA, EXTRACTO DE BIDENS PILOSA, LINUM ACEITE DE SEMILLA DE USITATISSIMUM, HIDRÓXIDO DE SODIO, TRIPEPTIDO DE PALMITOILO-28.",https://www.promofarma.com/es/lovren-serum-time-age-gold-30ml/p-737304,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/9XMYL61H_es_ES_0.jpeg
Avène Cleanance Aqua-Gel Crema 50ml,"23,89€",No encontrado,https://www.promofarma.com/es/avene-cleanance-aqua-gel-crema-50ml/p-753975,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/MTXVH88J_es_ES_0.jpeg
Cattier Desmaquillador Bifásico Ojos y Labios Sensibles 150ml,"13,49€","Aqua, Dodecane, Glycerin, Diglycerin, Squalane, Sodium Chloride, Aloe Barbadensis Leaf Extract*, Rosa Damascena Flower Extract*, Helianthus Annuus Hybrid Oil*, Centaurea Cyanus Flower Extract*, Simmondsia Chinensis Seed Oil*, Lithospermum Erythrorhizon Root Extract, Citric Acid, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate.* Ingredientes procedentes de la agricultura biológica.",https://www.promofarma.com/es/cattier-desmaquillador-bifasico-ojos-y-labios-sensibles-150ml/p-172877,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/S791A_es_ES_0.jpeg
Nuxe Rêve de Miel Bálsamo Facial Ultra-Reconfortante 50ml,"25,99€","AQUA/WATER, BEHENYL ALCOHOL, GLYCERIN, CERA ALBA/BEESWAX, COCOS NUCIFERA (COCONUT) OIL, MACADAMIA INTEGRIFOLIA SEED OIL, ORYZA SATIVA (RICE) BRAN OIL, BUTYLENE GLYCOL, BUTYROSPERMUM PARKII (SHEA) BUTTER EXTRACT, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL UNSAPONIFIABLES, HYDROXYSTEARIC/LINOLENIC/OLEIC POLYGLYCERIDES, CETEARYL ALCOHOL, COCO-CAPRYLATE/CAPRATE, ARACHIDYL ALCOHOL, DIMETHICONE, COCO-GLUCOSIDE, MEL/HONEY, PARFUM/FRAGRANCE, TOCOPHEROL, ARGANIA SPINOSA KERNEL OIL, CAPRYLOYL GLYCINE, SAFFLOWER OIL/PALM OIL AMINOPROPANEDIOL ESTERS, SODIUM STEAROYL GLUTAMATE, TOCOPHERYL ACETATE, ARACHIDYL GLUCOSIDE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, SODIUM HYDROXIDE, CITRIC ACID, ETHYLHEXYLGLYCERIN, DIMETHICONE CROSSPOLYMER, HORDEUM VULGARE CERA/SPENT GRAIN WAX, CARBOMER, DEHYDROACETIC ACID, SODIUM GLUCONATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, GLYCINE SOJA (SOYBEAN) OIL, PROPOLIS EXTRACT, HYDROLYZED LUPINE PROTEIN, 10-HYDROXYDECANOIC ACID, SEBACIC ACID, 1,10-DECANEDIOL, POLYSORBATE 60, SORBITAN ISOSTEARATE, SODIUM BENZOATE, SOLANUM LYCOPERSICUM (TOMATO) FRUIT EXTRACT, BETA-CAROTENE, DAUCUS CAROTA SATIVA (CARROT) ROOT EXTRACT, LINALOOL, LIMONENE, BENZYL SALICYLATE, CITRONELLOL, FARNESOL, COUMARIN, CITRAL [N3106/A].",https://www.promofarma.com/es/nuxe-reve-de-miel-balsamo-facial-ultra-reconfortante-50ml/p-304644,https://statics.promofarma.com/static/promofarma/prod/product_images/z/ED1L8_es_ES_0.jpg
ACM Rosakalm Crema Antirojeces 40ml,"16,29€",Harina de altramuz de origen biológico.,https://www.promofarma.com/es/acm-rosakalm-crema-antirojeces-40ml/p-439620,https://statics.promofarma.com/static/promofarma/prod/product_images/z/UCHFNK_es_ES_0.jpg
Sensilis Pack Espuma Limpiadora 2x200ml,"19,89€","AQUA (WATER), SODIUM LAUROYL SARCOSINATE, SODIUM COCOAMPHOACETATE, METHYLPROPANEDIOL, SODIUM HYALURONATE, BUDDLEJA DAVIDII EXTRACT, THYMUS VULGARIS (THYME) FLOWER/LEAF EXTRACT, LACTIC ACID, BETAINE, PANTHENOL, ALPHA-GLUCAN OLIGOSACCHARIDE, GLYCERIN, SODIUM CHLORIDE, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, SODIUM HYDROXIDE, TETRASODIUM GLUTAMATE DIACETATE, PARFUM (FRAGRANCE).",https://www.promofarma.com/es/sensilis-pack-espuma-limpiadora-2x200ml/p-687768,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/CV2V0RTC_es_ES_0.jpeg
Martiderm® Black Diamond Epigence 145 Crema 50ml,"66,69€","AQUA, DIMETHICONE, GLYCINE MAX (SOYBEAN) SEED POLYSACCHARIDES, CAPRYLIC/CAPRIC TRIGLYCERIDE, TRIBEHENIN PEG-20 EASTERS, CYCLOPENTASILOXANE, GLYCERIN, CAPRYLYC/CAPRIC/MYRISTIC/STEARIC TRIGLYCERIDE, PROPYLENE GLYCOL ISOCETEH-3 ACETATE, HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER, CETYL ALCOHOL, ACETYL HEXAPEPTIDE-8, GOLD THIOETHYLAMINO HYALURONIC ACID (NANO), HYALURONIC ACID,RETINYL PALMITATE, HEPTAPEPTIDE-15 PALMITATE, COPPER, HEPTAPETIDE-14 PANTOTHENATE, TOCOPHERYL ACETATE, GLYCERYL LINOLEATE, GLYCERYL LINOLENATE, PHENOXYETHANOL, TRIETHANOLAMINE, DIMENTHICONOL, MICA, CARBOMER, PARFUM XANTHAN GUM,DISODIUM EDTA, ETHYLHEXYLGLYCERIN, TIN OXIDE, CAPRYLYL GLYCOL, PHENYLPROPANOL, METHYLPROPANEDIOL, DISODIUM PHOSPHATE, SILICA, SODIUM PHOSPHATE, SODIUM CITRATE, GLYCERYL CAPRYLATE, LACTIC ACID/ GLYCOLIC ACID/ GLYCOLIC ACID COPOLYMER, POLYVINYL ALCHOHOL, SODIUM BENZOATE, POTASSIUM, SORBATE, DEXTRAN, CITRIC ACID, CI 77891, CI 16255.",https://www.promofarma.com/es/martiderm-black-diamond-epigence-145-crema-50ml/p-80132,https://statics.promofarma.com/static/promofarma/prod/product_images/z/BADOK_pt_PT_0.jpeg
Weleda Crema de Noche Reafirmante de Granada y Péptidos de Maca 40ml,"24,19€",No encontrado,https://www.promofarma.com/es/weleda-crema-de-noche-reafirmante-de-granada-y-peptidos-de-maca-40ml/p-24463,https://statics.promofarma.com/static/promofarma/prod/product_images/z/KXO3O_es_ES_0.png
Svr Sebiaclear Agua Micelar Recambio 400ml,"12,59€","AQUA (PURIFIED WATER), POLOXAMER 184, PEG-7 GLYCERYL COCOATE, PENTYLENE GLYCOL, PROPANEDIOL, GLUCONOLACTONE, 1,2-HEXANEDIOL, CITRIC ACID, SODIUM HYDROXIDE, CETRIMONIUM BROMIDE, PARFUM (FRAGRANCE).",https://www.promofarma.com/es/svr-sebiaclear-agua-micelar-recambio-400ml/p-668816,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/LNJ1V1WK_es_ES_0.jpeg
Embryolisse Leche Crema Retinol Like 75ml,"26,69€",No encontrado,https://www.promofarma.com/es/embryolisse-leche-crema-retinol-like-75ml/p-772533,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/6N73GGXT_es_ES_0.jpeg
SVR Hydraliane Crème Légère Crema Ligera Hidratación Intensa 50ml,"15,29€","AQUA/WATER/AGUA, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, PROPANEDIOL, GLYCERIN, SORBITOL, PENTYLENE GLYCOL, BEHENYL ALCOHOL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, ANTHEMIS NOBILIS FLOWER EXTRACT, GELLAN GUM, SODIUM STEAROYL GLUTAMATE, SODIUM HYALURONATE, TOCOPHEROL, CITRIC ACID, GLYCERYL CAPRYLATE, HYDROGENATED VEGETABLE OIL, XANTHAN GUM, PARFUM/FRAGRANCE.",https://www.promofarma.com/es/svr-hydraliane-creme-legere-crema-ligera-hidratacion-intensa-50ml/p-38647,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/RW7AH_es_ES_0.png
AOKlabs Oro Africano Manteca de Karité 50ml,"9,59€",BUTYROSPERMUM PARKII BUTTER* PROCEDENTE DE AGRICULTURA ECOLÓGICA,https://www.promofarma.com/es/aoklabs-oro-africano-manteca-de-karite-50ml/p-638613,https://statics.promofarma.com/static/promofarma/prod/product_images/z/YGHHUK_es_ES_0.jpeg
Farline Crema Facial Colágeno Día Spf15 50 Ml,"9,99€","Ingredients: AQUA, BUTYLENE GLYCOL, CERA ALBA, CETEARYL ETHYLHEXANOATE, CETYL PALMITATE, ISOAMYL P-METHOXYCINNAMATE, STEARYL ALCOHOL, STEARYL HEPTANOATE, CYCLOMETHICONE, OCTOCRYLENE, ALUMINUM STARCH OCTENYLSUCCINATE, BUTYL METHOXYDIBENZOYLMETHANE, PERSEA GRATISSIMA OIL, (AVOCADO), TRITICUM VULGARE GERM OIL, GLYCERYL STEARATE, PEG-100 STEARATE, STEARETH-10, STEARETH-7, STEARYL CAPRYLATE, BIS-ETHYLHEXYLOXYPHENOL, BISABOLOL, PARFUM, DIMETHICONE, ISOPROPYL MYRISTATE, MYRISTYL ALCOHOL, PARAFFINUM LIQUIDUM, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, TRIETHANOLAMINE, ALOE BARBADENSIS LEAF JUICE POWDER, BHT,  SODIUM HYALURONATE, SOLUBLE COLLAGEN, SODIUM BENZOATE, TOCOPHEROL, ASCORBYL PALMITATE.",https://www.promofarma.com/es/farline-crema-facial-colageno-dia-spf15-50-ml/p-224768,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/9RJRO_es_ES_0.jpeg
Vichy Minéral 89 Sérum 75ml,"38,29€",AQUA - PARAFFINUM LIQUIDUM - ISOPROPYL MYRISTATE - POTASSIUM PHOSPHATE - CARBOMER - SODIUM HYDROXIDE - DIPOTASSIUM PHOSPHATE - DISODIUM EDTA - DISODIUM COCOAMPHODIACETATE - MYRTRIMONIUM BROMIDE - BUTYLENE GLYCOL - BUTYROSPERMUM PARKII SEEDCAKE EXTRACT - PARFUM.,https://www.promofarma.com/es/vichy-mineral-89-serum-75ml/p-266358,https://statics.promofarma.com/static/promofarma/prod/product_images/z/FV2Y0_es_ES_0.png
Bioderma Pigmentbio Foaming Cream Limpiador Iluminador 200ml,"11,69€","AQUA/WATER/EAU, CITRIC ACID, BUTYROSPERMUM PARKII (SHEA) OIL, MAGNESIUM LAURETH SULFATE, SODIUM HYDROXIDE, CELLULOSE ACETATE, SODIUM COCOAMPHOACETATE, METHYLPROPANEDIOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, COCO-GLUCOSIDE, GLYCERYL OLEATE, SODIUM COCOYL GLUTAMATE, XANTHAN GUM, SODIUM CITRATE, BENZOIC ACID, PROPANEDIOL, ACRYLATES/VINYL ISODECANOATE CROSSPOLYMER, MANNITOL, XYLITOL, RHAMNOSE, TOCOPHEROL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LYSINE, AZELAIC ACID, ANDROGRAPHIS PANICULATA LEAF EXTRACT, FRUCTOOLIGOSACCHARIDES, CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROGENATED PALM GLYCERIDES CITRATE, LAMINARIA OCHROLEUCA EXTRACT, FRAGRANCE (PARFUM). [BI 672]",https://www.promofarma.com/es/bioderma-pigmentbio-foaming-cream-limpiador-iluminador-200ml/p-276650,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/A3J2N_es_ES_0.jpg
Apivita Tonic Lotion Lavanda y Miel 200ml,"12,49€","AQUA/WATER/EAU**, GLYCERIN, PPG-26-BUTETH-26, AQUA/WATER/EAU, MEL/HONEY/MIEL, PROPOLIS EXTRACT, OLEA EUROPAEA (OLIVE) LEAF EXTRACT, ROSA CANINA FRUIT* EXTRACT, BETAINE, PANTHENOL, CITRUS AURANTIUM DULCIS (ORANGE) PEEL OIL*, LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL*, PELARGONIUM GRAVEOLENS FLOWER OIL*, ALLANTOIN, SODIUM HYALURONATE, TOCOPHERYL ACETATE, PEG-40 HYDROGENATED CASTOR OIL, HYDROXYACETOPHENONE, TETRASODIUM GLUTAMATE DIACETATE, CITRIC ACID, PARFUM/FRAGRANCE.",https://www.promofarma.com/es/apivita-tonic-lotion-lavanda-y-miel-200ml/p-278679,https://statics.promofarma.com/static/promofarma/prod/product_images/z/NTPYV_pt_PT_0.jpeg
