nombre,precio,ingredientes,url_producto,imagen_url
LetiSR Fluido Antirrojeces 40ml,"21,39€",No encontrado,https://www.promofarma.com/es/letisr-fluido-antirrojeces-40ml/p-720708,https://statics.promofarma.com/static/promofarma/prod/product_images/z/1JMRWFCF_es_ES_0.png
Endocare Tensage Nourishing Cream 50ml,"41,39€",No encontrado,https://www.promofarma.com/es/endocare-tensage-nourishing-cream-50ml/p-322958,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/H8D6J_es_ES_0.jpeg
Svr Sebiaclear Mat + poros Creme 40ml,"15,79€","AQUA (PURIFIED WATER), PROPANEDIOL, GLUCONOLACTONE, NIACINAMIDE, CAPRYLYL METHICONE, CYCLOPENTASILOXANE, METHYL METHACRYLATE CROSSPOLYMER, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, PEG-12 DIMETHICONE/PPG-20 CROSSPOLYMER, SALICYLIC ACID, SACCHARIDE ISOMERATE, SARCOSINE, TOCOPHEROL, BUTYLENE GLYCOL, CITRIC ACID, GLYCERYL STEARATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, PEG-100 STEARATE, PENTYLENE GLYCOL, POLYSORBATE 60, SILICA, SODIUM CITRATE, SODIUM HYDROXIDE, SORBITAN ISOSTEARATE, XANTHAN GUM, PARFUM (FRAGRANCE)",https://www.promofarma.com/es/svr-sebiaclear-mat-poros-creme-40ml/p-77657,https://statics.promofarma.com/static/promofarma/prod/product_images/z/IJEUL_es_ES_0.png
Endocare Radiance C Oil-Free Ampollas 30x2ml,"41,50€","SNAIL SECRETION FILTRATE, PROPYLENE GLYCOL, AQUA, SACCHARIDE ISOMERATE, HEXYLENE GLYCOL, POLYSORBATE 20, PEG/PPG-20/6 DIMETHICONE, SODIUM ASCORBYL PHOSPHATE, SODIUM CHLORIDE, TOCOPHERYL ACETATE, UREA, FRUCTOSE, GLUCOSE, ASPARTIC ACID, GLUTAMIC ACID, PARFUM, POLYQUATERNIUM-10, CITRIC ACID, TETRASODIUM EDTA, DEXTRIN, SUCROSE, ALANINE, HEXYL NICOTINATE, HYDROXYCITRONELLAL, COUMARIN, GERANIOL, LINALOOL, HEXYL CINNAMAL, LIMONENE.",https://www.promofarma.com/es/endocare-radiance-c-oil-free-ampollas-30x2ml/p-13913,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/V0EQA_es_ES_0.jpg
SVR Sensifine AR Eau Micellaire Agua Micelar Calmante Anti-rojeces 400ml,"13,50€","AQUA (PURIFIED WATER), PROPANEDIOL, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, PEG-7 GLYCERYL COCOATE, PENTYLENE GLYCOL, POLYSORBATE 20, NIACINAMIDE, 1,2-HEXANEDIOL, CITRIC ACID, SODIUM HYDROXIDE, CETRIMONIUM BROMIDE",https://www.promofarma.com/es/svr-sensifine-ar-eau-micellaire-agua-micelar-calmante-anti-rojeces-400ml/p-71388,https://statics.promofarma.com/static/promofarma/prod/product_images/z/9UFWJ_es_ES_0.png
Avène Cleanance Comedomed Peeling 40ml,"22,86€",No encontrado,https://www.promofarma.com/es/avene-cleanance-comedomed-peeling-40ml/p-766899,https://statics.promofarma.com/static/promofarma/prod/product_images/z/56890HJJ_es_ES_0.jpg
Bioderma Sensibio Defensive Sérum 30ml,"27,49€","AQUA/WATER/EAU, GLYCERIN, BUTYLENE
GLYCOL, C15-19 ALKANE, SQUALANE, CELLULOSE, C20-22
ALKYL PHOSPHATE, C20-22 ALCOHOLS, PENTYLENE
GLYCOL, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, CARNOSINE,
POLYACRYLATE CROSSPOLYMER-6, MALTODEXTRIN,
XANTHAN GUM, MANNITOL, XYLITOL, TOCOPHEROL,
SALVIA MILTIORRHIZA ROOT EXTRACT, RHAMNOSE,
BIOSACCHARIDE GUM-1, CITRIC ACID, GLYCINE SOJA
(SOYBEAN) OIL, HYDROLYZED HYALURONIC ACID, SODIUM
HYDROXIDE, PALMITOYL TETRAPEPTIDE-10. [BI 2010]",https://www.promofarma.com/es/bioderma-sensibio-defensive-serum-30ml/p-695067,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/WFRLF23C_es_ES_0.jpg
Biretix Cleanser 200ml,"13,99€",BIOPEP-15. PIROCTONA OLAMINA. ALOE VERA. EXTRACTO DE HAMAMELIS VIRGINIANA. EXTRACTO DE PRÓPOLIS. EXTRACTO DE ALGAS.,https://www.promofarma.com/es/biretix-cleanser-200ml/p-65878,https://statics.promofarma.com/static/promofarma/prod/product_images/z/I1KLVN_pt_PT_0.jpeg
Avène DermAbsolu Crema Noche Remodeladora Intensiva 40ml,"40,70€",AVENE THERMAL SPRING WATER (AVENE AQUA). GLYCERIN. PENTYLENE GLYCOL. COCO-CAPRYLATE/CAPRATE. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. NIACINAMIDE. ZEA MAYS (CORN) STARCH (ZEA MAYS STARCH). GLYCERYL LINOLEATE. ASCORBYL GLUCOSIDE. BAKUCHIOL. BETA-CARYOPHYLLENE. CAPRYLIC/CAPRIC TRIGLYCERIDE. CARAMEL. CITRIC ACID. DIMETHYL PHENETHYL ACETATE. FRAGRANCE (PARFUM). GLYCERYL LINOLENATE. GLYCERYL OLEATE. GLYCERYL PALMITATE. GLYCERYL STEARATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). LAURYL GLUCOSIDE. LINALOOL. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. POLYSORBATE 60. SORBITAN ISOSTEARATE. TERPINEOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. WATER (AQUA),https://www.promofarma.com/es/avene-dermabsolu-crema-noche-remodeladora-intensiva-40ml/p-168840,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/237H0K94_es_ES_0.jpg
Uriage Hyséac Pan Dermatológico 100g,"8,99€",,https://www.promofarma.com/es/uriage-hyseac-pan-dermatologico-100g/p-175305,https://statics.promofarma.com/static/promofarma/prod/product_images/z/BQYBY_es_ES_0.jpg
Sesderma Azelac RU Serum Liposomado 30ml,"35,96€","AQUA, LECITHIN, PROPANEDIOL, ALCOHOL, BELLIS PERENNIS FLOWER EXTRACT, POLYMETHYL METHACRYLATE, PEG-40 HYDROGENATED CASTOR OIL, PROPYLENE GLYCOL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, 4-BUTYLRESORCINOL, ALCOHOL DENAT, ASCORBYL GLUCOSIDE, AZELAIC ACID, BHA, BHT, CAPRYLIC/CAPRIC TRIGLYCERIDE, CARBOMER, CITRONELLYL METHYLCROTONATE, CITRUS GRANDIS FRUIT EXTRACT, DIACETYL BOLDINE, DIPOTASSIUM PHOSPHATE, DISODIUM EDTA, DISODIUM PHOSPHATE, ETHYLHEXYLGLYCERIN, GLYCERIN, GLYCYRRHETINIC ACID, HYDROCHLORIC ACID, HYDROXYPROPYL CYCLODEXTRIN, MELISSA OFFICINALIS LEAF EXTRACT, MORUS ALBA ROOT EXTRACT, NIACIN, NICOTIANA BENTHAMIANA SH-POLYPEPTIDE-7, PARFUM, PEG/PPG-20/6 DIMETHICONE, PHENETHYL ALCOHOL, PHENOXYETHANOL, POLYSORBATE 20, POTASSIUM PHOSPHATE, POTASSIUM SORBATE, RETINAL, RETINOL, SODIUM CHLORIDE, SODIUM CHOLATE, SODIUM HYDROXIDE, TOCOPHERYL ACETATE, TRANEXAMIC ACID, TRIETHANOLAMINE, TRIISOPROPANOLAMINE, UNDECYLENOYL PHENYLALANINE, XANTHAN GUM",https://www.promofarma.com/es/sesderma-azelac-ru-serum-liposomado-30ml/p-11512,https://statics.promofarma.com/static/promofarma/prod/product_images/z/MG27C_es_ES_0.png
Bella Aurora Doble Fuerza Crema Anti-Manchas Piel Seca 30ml,"8,69€","Paraffinum Liquidum, Ozokerite, Bismuth Subnitrate, Aqua, Hydrogenated Microcrystalline Wax, Paraffin, CI 77163, Glyceryl Stearate SE, Caprylic/Capric Triglyceride, Calcium Pantetheine Sulfonate, Sclareolide, Saccharide Isomerate, Kojic Acid, Palmitoyl Sh-Tripeptide-5 Norisoleucyl Sh-Nonapeptide-1, Tocopherol, Glycerin, BHT, Xanthan Gum, Caprylyl Glycol, Glyceryl Caprylate, Lactic Acid/Glycolic Acid Copolymer, Phenylpropanol, Polyvinyl Alcohol, Phenoxyethanol, Ethylhexylglycerin, Benzyl Alcohol, Parfum, Hydroxycitronellal, Linalool, Cinnamyl Alcohol, Isoeugenol, Amyl Cinnamal, Geraniol, Citronellol, Eugenol",https://www.promofarma.com/es/bella-aurora-doble-fuerza-crema-anti-manchas-piel-seca-30ml/p-25425,https://statics.promofarma.com/static/promofarma/prod/product_images/z/EL7BM_es_ES_0.jpg
Lovren Essential L Clg Colágeno Vegetal 15ml,"4,09€",Sérum facial con colágeno vegetal.,https://www.promofarma.com/es/lovren-essential-l-clg-colageno-vegetal-15ml/p-312486,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/PF7S0_es_ES_0.jpeg
Biretix Double Correction Serum 30ml,"25,49€",Tecnología RetinSphere®con retinol puro encapsulado,https://www.promofarma.com/es/biretix-double-correction-serum-30ml/p-771572,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/TLC27C7G_es_ES_0.png
Uriage Roséliane Tratamiento Antirrojeces 40ml,"13,42€","AQUA (WATER, EAU), CETEARYL ETHYLHEXANOATE, CETEARYL ISONONANOATE, BUTYROSPERMUM PARKII (SHEA) BUTTER, DIGLYCERIN, BUTYLENE GLYCOL, GLYCERIN, POLYMETHYL METHACRYLATE, PROPYLHEPTYL CAPRYLATE, PTFE, TAPIOCA STARCH, CETYL ALCOHOL, PENTAERYTHRITYL DISTEARATE, STEARETH-2, STEARETH-21, DIMETHICONE, PHENOXYETHANOL, BRASSICA CAMPESTRIS (RAPESEED) STEROLS, GLYCERYL STEARATE, PEG-100 STEARATE, RASPBERRY SEED OIL/PALM OIL AMINOPROPANEDIOL ESTERS, SODIUM POLYACRYLATE, CHLORPHENESIN, PARFUM (FRAGRANCE), CI 77891 (TITANIUM DIOXIDE), MICA, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, TOCOPHERYL ACETATE, O-CYMEN-5-OL, XANTHAN GUM, PANAX GINSENG ROOT EXTRACT, BIOSACCHARIDE GUM-1, ASIATICOSIDE, PHYTOSPHINGOSINE, SORBITOL, MALTODEXTRIN, POLYMETHYLSILSESQUIOXANE, ASCOPHYLLUM NODOSUM EXTRACT, CI 14700 (RED 4), ASPARAGOPSIS ARMATA EXTRACT, POTASSIUM SORBATE, SODIUM HYDROXIDE.",https://www.promofarma.com/es/uriage-roseliane-tratamiento-antirrojeces-40ml/p-13821,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/1U77T_es_ES_0.png
Endocare Renewal Comfort Cream Antiarrugas 50ml,"34,69€","AQUA, UNDECANE, PENTYLENE GLYCOL, ISOSTEARYL ISOSTEARATEM TRISILOXANE, GLYCERIN, STEARETH-21, STEARETH-2, NIACINAMIDE, SODIUM HYALURONATE CROSSPOLYMER, TRIDECANE, BUTYLENE GLICOL, CETEARETH-20, CETYLA ALCOHOL, BISABOLOL,-3-O-ETHYL ASCORBIC ACID, DESCHAMPSIA ANTÁRCTICA LEAF EXTRACT, RETINOL, HYDROXYPINACOLONE RETINOATE, DIPOTASSIUM GLYCYRRHIZATE, ZEA MAYS STARCH, TITANIUM DIOXIDE, PHENYLPROPANOL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, CAPRYLYL GLYCOL, PROPANEDIOL, SODIUM HYDROXIDE, MICA, UREA, YEAST AMINO ACIDS, TOCOPHERYL ACETATE, XANTHAN GUM, THREALOSE, INOSITOL, TAURINE, BETAINE, SILICA, PALMITOYL HYDROXYPROPYLTRIMONIUM AMULOPECTIN/GLYCERIN CROSSPOLYMER, TIN OXIDE, 1,2-HEXANEDIOL, POLYSORBATE-20, DITMETHYL ISOSORBIDE, HYDROGENATED LECITHIN, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, HA, BHT, PARFUM.",https://www.promofarma.com/es/endocare-renewal-comfort-cream-antiarrugas-50ml/p-507115,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/WIYOHS_es_ES_0.jpeg
Medik8 Crystal Retinal 6 30 ml,"75,99€",No encontrado,https://www.promofarma.com/es/medik8-crystal-retinal-6-30-ml/p-689662,https://statics.promofarma.com/static/promofarma/prod/product_images/z/4H6GCK1N_es_ES_0.jpeg
Galénic Pur 2 en 1 desmaquillante rostro y ojos 200ml,"15,99€","INCI: Water (Aqua), Caprylic/Capric Triglyceride, Propylene Glycol, Melilotus Officinalis Flower Water, Cetearyl Alcohol, Poloxamer188, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Chlorhexidine Digluconate, Fragrance (Parfum), Sodium Methylparaben, Triethanolamine.
La lista de ingredientes puede variar, se recomienda verificar siempre la lista que viene con el producto adquirido.",https://www.promofarma.com/es/galenic-pur-2-en-1-desmaquillante-rostro-y-ojos-200ml/p-14959,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/SNC08_es_ES_0.jpeg
ISDIN Isdinceutics Essential Cleansing 200ml,"29,69€","Helianthus Annuus (Sunflower) Seed Oil, Isopropyl Myristate, Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, PEG-20 Glyceryl Triisostearate, Olea Europaea (Olive) Fruit Oil, Parfum (Fragrance), Tocopherol, Sclareolide.",https://www.promofarma.com/es/isdin-isdinceutics-essential-cleansing-200ml/p-552565,https://statics.promofarma.com/static/promofarma/prod/product_images/z/RFX3VF_es_ES_0.png
Neoretin Discrom Control K Contorno de ojos Despigmentante 15ml,"31,40€","CYCLOPENTASILOXANE; AQUA; CAPRYLYL METHICONE; TRISILOXANE, PEG-7 GLYCERYL COCOATE; PENTYLENE GLYCOL; C12-15 ALKYL BENZOATE; DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER; NIACINAMIDE; DIETHYL ISOSORBIDE, UNDECANE; ACETYL GLUCOSAMINE; TRANEXAMIC ACID; LAURYL POLYGLYCERYL-3 POLYMETHYLSILOXETHYL DIMETHICONE, PEG-12 DIMETHICONE/PPG-20 CROSSPOLYMER; TRIDECANE; METHYL METHACRYLATE/GKYCOL DIMETHACRYLATE CROSSPOLYMER; BISABOLOL; SODIUM HYALURONATE CROSSPOLYMER; DIPOTASSIUM GLYCYRRHIZATE; DESCHAMPSIA ANTARCTICA LEAF EXTRACT; HEXYLRESORCINOL; RETINOL; HYDROXYPINACOLONE RETINOATE; ASCORBIC ACID; PHENYLPROPANOL; SILICA SILYLATE; ZEA MAYS STARCH; GLYCOL; PROPANEDIOL; POLYSORBATE 20; SILICA; DIMETHICONE; PROPYL GALLATE; SODIUM CHLORIDE; TOCOPHERYL ACETATE; TOCOPHEROL; DISODIUM EDTA;BHT;PARFUM.",https://www.promofarma.com/es/neoretin-discrom-control-k-contorno-de-ojos-despigmentante-15ml/p-665774,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/ZJ92MCF2_es_ES_0.jpg
Avène Cleanance Sérum Exfoliante AHA 30ml,"25,19€","AVENE THERMAL SPRING WATER (AVENE AQUA), GLYCERIN, PENTYLENE GLYCOL, SUCCINIC ACID, LACTIC ACID, SODIUM HYDROXIDE, GLUTAMIC ACID, SODIUM BENZOATE, WATER (AQUA), XANTHAN GUM.",https://www.promofarma.com/es/avene-cleanance-serum-exfoliante-aha-30ml/p-741691,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/VL5N2ZZK_es_ES_0.jpeg
Boderm Tazarene Tazarotene 0.1% Cream Oily Skin 40ml,"31,22€",No encontrado,https://www.promofarma.com/es/boderm-tazarene-tazarotene-0-1-cream-oily-skin-40ml/p-742413,https://statics.promofarma.com/static/promofarma/prod/product_images/z/TM8Y72JP_es_ES_0.jpeg
Neoretin Discrom Control Gelcream Despigmentante SPF50 40ml,"32,99€","AQUA, DIMETHYL ISOSORBIDE, BUTYLENE GLYCOL, C12-15 ALKYL BENZOATE, TITANIUM DIOXIDE (NANO), POLYSILICONE-15, GLYCERIN, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, BUTYL METHOXYDIBENZOYLMETHANE, GLYCERYL STEARATE, PEG-100 STEARATE, ISOAMYL LAURATE, DIETHYL HEXYL BUTAMIDO TRIAZONE, DIPROPYLENE GLYCOL DIBENZOATE, C14-22 ALCOHOLS, C12-20 ALKYL GLUCOSIDE, ETHYL HEXYL TRIAZONE, CAPRYLYL METHICONE, PHYSALIS ANGULATA EXTRACT, CAPRYLYL GLYCOL, HYDROXYPINACOLONE RETINOATE, RETINOL, PHENOXYETHANOL, PROPYLENE GLYCOL, KOJIC ACID, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, DIMETHYLMETHOXY CHROMANYL PALMITATE, HYDROLYZED CAESALPINIA SPINOSA GUM, SILICA, CAESALPINIA SPINOSA GUM, PPG-15 STEARYL ETHER BENZOATE, TOCOPHERYL ACETATE, TETRAHEXYLDECYL ASCORBATE, ETHYLHEXYLGLYCERIN, HEXYLENE GLYCOL, PENTYLENE GLYCOL, FRUCTOSE, ACETYL HEXAPEPTIDE-37, LACTITOL, CA PRYLIC/CA PRIC TRIGLYCERIDE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, SODIUM CARBOMER, TREHALOSE, SORBITOL, METHYL GLUCETH-20, METHYLSILANOL HYDROXYPROLINE ASPARTATE, SODIUM METABISULFITE, DIMETHICONE, LECITHIN, PALMITOYL HYDROXYPROPYL TRIMONIUM AMYLOPECTIN/GLYCERIN CROSSPOLYMER, XANTHAN GUM, POLYSORBATE 20, HYDROGENATED LECITHIN, PARFUM.",https://www.promofarma.com/es/neoretin-discrom-control-gelcream-despigmentante-spf50-40ml/p-21121,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/NYOL8_es_ES_0.jpeg
LetiSR Sérum Anti-Rojeces 30ml,"33,41€",No encontrado,https://www.promofarma.com/es/letisr-serum-anti-rojeces-30ml/p-9692,https://statics.promofarma.com/static/promofarma/prod/product_images/z/VIAWZ_es_ES_0.png
La Roche-Posay Toleriane Dermallergo Fluido 40ml,"20,89€","AQUA / WATER / EAU, GLYCERIN, BUTYLENE GLYCOL, PROPANEDIOL, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, PENTYLENE GLYCOL, SQUALANE, POLYSORBATE 20, ZEA MAYS STARCH / CORN STARCH, SALVIA MILTIORRHIZA ROOT EXTRACT, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, SPHINGOMONAS FERMENT EXTRACT, AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, HYDROXYACETOPHENONE, CAPRYLYL GLYCOL, CITRIC ACID, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, ACETYL DIPEPTIDE-1 CETYL ESTER.",https://www.promofarma.com/es/la-roche-posay-toleriane-dermallergo-fluido-40ml/p-13403,https://statics.promofarma.com/static/promofarma/prod/product_images/z/F5Q8OU_es_ES_0.png
Avène Agua Micelar Desmaquillante 400ml,"8,65€",AVENE THERMAL SPRING WATER (AVENE AQUA). GLYCERIN. PENTYLENE GLYCOL. CITRIC ACID. COCO-GLUCOSIDE. ETHYL LAUROYL ARGINATE HCL. FRAGRANCE (PARFUM). POLYGLYCERYL-4 CAPRATE. POLYGLYCERYL-6 CAPRYLATE. TREHALOSE. WATER (AQUA),https://www.promofarma.com/es/avene-agua-micelar-desmaquillante-400ml/p-11836,https://statics.promofarma.com/static/promofarma/prod/product_images/z/G9GI7_es_ES_0.jpg
Erborian Cc Red Correct 15 ml,"20,40€","Aqua/Water, Cyclomethicone, Ethylhexyl Methoxycinnamate, Dipropylene Glycol, Glycerin, Zinc Oxide-[Nano], Peg-10 Dimethicone, Methyl Trimethicone, Ci 77891/Titanium Dioxide, Titanium Dioxide-[Nano], C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Dimethicone, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Disteardimonium Hectorite, Magnesium Sulfate, Butylene Glycol -Centella Asiatica Extract, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Trihydroxystearin, Phenoxyethanol, Mica, Methicone, Palmitic Acid, Stearic Acid, Ethylhexylglycerin, Tocopheryl Acetate, Polyester-1- Silica Dimethyl Silylate, Triethoxycaprylylsilane, Parfum/Fragrance, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Linalool, Citronellol, Geraniol, Eugenol, Limonene, Ci 77492/Iron Oxides, Ci 77288/Chromium Oxide Greens, Ci 77491/Iron Oxides, Ci 77499/Iron Oxides.",https://www.promofarma.com/es/erborian-cc-red-correct-15-ml/p-319996,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/U67MX_es_ES_0.jpeg
Ozoaqua Aceite Ozonizado 15ml,"12,99€","Ozonized Olive Oil, Ozonized Sunflower Seed Oil.",https://www.promofarma.com/es/ozoaqua-aceite-ozonizado-15ml/p-225369,https://statics.promofarma.com/static/promofarma/prod/product_images/z/PC8ZJ_es_ES_0.jpg
Cetaphil Crema Hidratante Facial de Noche 48ml,"17,47€","AQUA, HYDROGENATED POLY(C6-14 OLEFIN), CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, GLYCERIN, BUTYLENE GLYCOL, CETEARYL OLIVATE, SORBITAN OLIVATE, CYCLOPENTASILOXANE, 1,2-HEXANEDIOL, ASCORBYL PALMITATE, CAPRYLYL GLYCOL, CETEARYL ALCOHOL, CETEARYL METHICONE, CITRIC ACID, GLYCERYL STEARATE, HYDROLYZED HYALURONIC ACID, ISOHEXADECANE, ISOPROPYL LAUROYL SARCOSINATE, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, LINOLEIC ACID, LYCOPENE, MARRUBIUM VULGARE EXTRACT, OLEA EUROPAEA FRUIT OIL, PEG-100 STEARATE, PEG-40 STEARATE, PHENOXYETHANOL, PHOSPHOLIPIDS, POLYMETHYLSILSESQUIOXANE, RETINYL PALMITATE, SODIUM BENZOATE, SODIUM POLYACRYLATE, STEARETH-2, STEARETH-21, TOCOPHERYL ACETATE. FIL.1408.V00",https://www.promofarma.com/es/cetaphil-crema-hidratante-facial-de-noche-48ml/p-260421,https://statics.promofarma.com/static/promofarma/prod/product_images/z/9ESQQ_es_ES_0.png
SVR Sensifine Baume Démaquillant Bálsamo Desmaquillante Suave 100ml,"9,59€","Ingredientes: isopropyl palmitate, butyrospermum parkii (shea) butter, cocos nucifera (coconut) oil, c10-18 triglycerides, peg-7 glyceryl cocoate, helianthus annuus (sunflower) seed wax, hydrogenated vegetable oil, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, citric acid
La lista de ingredientes puede variar. Se recomienda verificar siempre la lista que figura en el producto adquirido.",https://www.promofarma.com/es/svr-sensifine-baume-demaquillant-balsamo-desmaquillante-suave-100ml/p-278605,https://statics.promofarma.com/static/promofarma/prod/product_images/z/I4YUT_es_ES_0.png
La Roche-Posay Effaclar Gel Purificante Micro-Exfoliante 400ml,"25,29€","AQUA / WATER, SODIUM LAURETH SULFATE, DECYL GLUCOSIDE, GLYCERIN, SODIUM CHLORIDE, COCO-BETAINE, SALICYLIC ACID, PEG-150 PENTAERYTHRITYL TETRASTEARATE, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, ZINC GLUCONATE, SODIUM HYDROXIDE, CAPRYLOYL SALICYLIC ACID, TETRASODIUM EDTA, CITRIC ACID, MENTHOL, POLYQUATERNIUM-47, HEXYLENE GLYCOL, SODIUM BENZOATE",https://www.promofarma.com/es/la-roche-posay-effaclar-gel-purificante-micro-exfoliante-400ml/p-301526,https://statics.promofarma.com/static/promofarma/prod/product_images/z/4YJLT_es_ES_0.png
ISDIN Isdinceutics Hyaluronic Concentrate Sérum 30ml,"47,69€","AQUA (WATER), DIMETHICONE, PROPANEDIOL, GLYCERIN, 1,2-HEXANEDIOL, SODIUM ACRYLATES COPOLYMER, DIMETHICONE CROSSPOLYMER, BUTYLENE GLYCOL, PSEUDOALTEROMONAS FERMENT EXTRACT, GLYCERETH-26, LECITHIN, MALTODEXTRIN, SODIUM BENZOATE, PENTYLENE GLYCOL, LENS ESCULENTA (LENTIL) SEED EXTRACT, PARFUM (FRAGRANCE), DISODIUM EDTA, HYDROLYZED HYALURONIC ACID, SODIUM HYALURONATE, XANTHAN GUM, CITRIC ACID, BIOSACCHARIDE GUM-1, CARBOMER, POLYSORBATE 20, SODIUM LACTATE, SODIUM SALICYLATE, SALICYLIC ACID, PALMITOYL TRIPEPTIDE-1, PALMITOYL TETRAPEPTIDE-7.",https://www.promofarma.com/es/isdin-isdinceutics-hyaluronic-concentrate-serum-30ml/p-414967,https://statics.promofarma.com/static/promofarma/prod/product_images/z/JUWQJA_es_ES_0.jpeg
Avène Tolerance Hydra-10 Crema Hidratante 40ml,"24,49€","AVENE THERMAL SPRING WATER (AVENE AQUA), CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER (BUTYROSPERMUM PARKII BUTTER), CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, CITRUS LIMON (LEMON) PEEL POWDER (CITRUS LIMON PEEL POWDER), DIUTAN GUM, SCLEROTIUM GUM, SODIUM HYALURONATE.",https://www.promofarma.com/es/avene-tolerance-hydra-10-crema-hidratante-40ml/p-642759,https://statics.promofarma.com/static/promofarma/prod/product_images/z/LRQWXR_es_ES_0.jpeg
Bioderma Sensibio H2O Agua Micelar 100ml,"3,29€",AQUA/WATER/EAU. PEG-6 CAPRYLIC/CAPRIC GLYCERIDES. FRUCTOOLIGOSACCHARIDES. MANNITOL. XYLITOL. RHAMNOSE. CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT. PROPYLENE GLYCOL. CETRIMONIUM BROMIDE. DISODIUM EDTA. [BI 446],https://www.promofarma.com/es/bioderma-sensibio-h2o-agua-micelar-100ml/p-723037,https://statics.promofarma.com/static/promofarma/prod/product_images/z/R395GPNC_es_ES_0.jpg
"Eucerin DermoPure Oil Control Stick Corrector 2,5g","15,19€","CYCLOPENTASILOXANE, CETEARYL BEHENATE, LAURETH-2 BENZONATE, OCTYLDODECANOL, SYNTHETIC BEESWAX, POLYBUTENE, NYLON-12, BIS-DIGLYCERYL POLYACYLADIPATE-2, ÁCIDO SALICÍLICO, MICA, BISABOLOL, TOCOPHEROL, CI 77891, CI 77492, CI 77491, CI 77499.",https://www.promofarma.com/es/eucerin-dermopure-oil-control-stick-corrector-2-5g/p-81444,https://statics.promofarma.com/static/promofarma/prod/product_images/z/KMXGW_es_ES_0.jpeg
